Unnamed: 0,Unnamed: 1,Unnamed: 2,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,Unnamed: 4
Position,Track Name,Artist,Streams,URL
36,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,3695717,https://open.spotify.com/track/7ntUbTIwmwOD6ygCMRZT6e
37,Ransom,Lil Tecca,3657828,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
38,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,3492249,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
39,Truth Hurts,Lizzo,3433280,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
40,223's (feat. 9lokknine),YNW Melly,3424197,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T
41,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,3421786,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m
42,Falling,Harry Styles,3415708,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
43,"10,000 Hours (with Justin Bieber)",Dan + Shay,3355067,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
44,Stuck In A Dream (feat. Gunna),Lil Mosey,3316362,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ
45,Money In The Grave (Drake ft. Rick Ross),Drake,3314636,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
46,Señorita,Shawn Mendes,3289924,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
47,Goodbyes (Feat. Young Thug),Post Malone,3266958,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
48,No Guidance (feat. Drake),Chris Brown,3216358,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
49,Death,Trippie Redd,3176458,https://open.spotify.com/track/3Kd6Wp3lG5HXMB2dlvuy7y
50,Start Wit Me (feat. Gunna),Roddy Ricch,3156095,https://open.spotify.com/track/7A20WnLkjtZU2d7hIB6Ziu
51,MIDDLE CHILD,J. Cole,3031578,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
52,Wow.,Post Malone,3020295,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
53,Yellow Hearts,Ant Saunders,3019176,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
54,Had Enough (feat. Quavo & Offset),Don Toliver,3012901,https://open.spotify.com/track/2jrAaawDRCn1JjeouxAyDN
55,Make No Sense,YoungBoy Never Broke Again,2938857,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I
56,July,Noah Cyrus,2876332,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
57,ORANGE SODA,Baby Keem,2862847,https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD
58,GOODMORNINGTOKYO!,TOKYO’S REVENGE,2824898,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp
59,Camelot,NLE Choppa,2803556,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
60,when the party's over,Billie Eilish,2797897,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
61,Peta (feat. Meek Mill),Roddy Ricch,2797486,https://open.spotify.com/track/4bl1HBZliBuYpFZjWgefE4
62,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,2765353,https://open.spotify.com/track/6ztvsy3C6hPjVg9j4x1XKJ
63,High Fashion (feat. Mustard),Roddy Ricch,2733491,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
64,All Girls Are The Same,Juice WRLD,2717356,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
65,Tusa,KAROL G,2672855,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
66,Lights Up,Harry Styles,2641202,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
67,Baby (Lil Baby feat. DaBaby),Quality Control,2630443,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J
68,Legends,Juice WRLD,2605382,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
69,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,2592546,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW
70,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,2577807,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
71,If the World Was Ending - feat. Julia Michaels,JP Saxe,2569283,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
72,SLOW DANCING IN THE DARK,Joji,2563355,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
73,VALENTINO,24kGoldn,2541856,https://open.spotify.com/track/6piAUJJQFD8oHDUr0b7l7q
74,Hate Me (with Juice WRLD),Ellie Goulding,2529323,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
75,Pop Out (feat. Lil Tjay),Polo G,2516935,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
76,lovely (with Khalid),Billie Eilish,2491248,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
77,Before You Go,Lewis Capaldi,2486978,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
78,SICKO MODE,Travis Scott,2478652,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
79,Into the Unknown,Idina Menzel,2474739,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W
80,The London (feat. J. Cole & Travis Scott),Young Thug,2472173,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
81,Murder On My Mind,YNW Melly,2451476,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
82,Vete,Bad Bunny,2423803,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
83,7 rings,Ariana Grande,2413328,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
84,Drip Too Hard (Lil Baby & Gunna),Lil Baby,2411621,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
85,Going Bad (feat. Drake),Meek Mill,2394477,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
86,Graveyard,Halsey,2391061,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
87,WHAT TO DO? (feat. Don Toliver),JACKBOYS,2390464,https://open.spotify.com/track/4AO1XhrgJczQ9bNVxdfKQe
88,Let Me Know (I Wonder Why Freestyle),Juice WRLD,2386871,https://open.spotify.com/track/3wwo0bJvDSorOpNfzEkfXx
89,How Do You Sleep?,Sam Smith,2353037,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
90,GANG GANG,JACKBOYS,2342997,https://open.spotify.com/track/6uJONCdr2rC65BNmCnTBWK
91,Beautiful People (feat. Khalid),Ed Sheeran,2342650,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
92,F.N,Lil Tjay,2297296,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu
93,Maniac,Conan Gray,2275101,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
94,RITMO (Bad Boys For Life),Black Eyed Peas,2274853,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
95,Enemies (feat. DaBaby),Post Malone,2261666,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
96,Trampoline (with ZAYN),SHAED,2239963,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
97,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2236954,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
98,EARFQUAKE,"Tyler, The Creator",2226222,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
99,6 Kiss,Trippie Redd,2225448,https://open.spotify.com/track/7tgjDlQsMR8RvkdlNCJA58
100,Up All Night,Khalid,2221247,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74
101,Hot (feat. Gunna),Young Thug,2216922,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
102,FML,Arizona Zervas,2216270,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf
103,SAD!,XXXTENTACION,2215949,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
104,Panini,Lil Nas X,2207112,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
105,20/20,Lil Tjay,2200712,https://open.spotify.com/track/4Hqh0dS4x07zuRw6eBTO7p
106,Lalala,Y2K,2188817,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
107,rockstar (feat. 21 Savage),Post Malone,2185027,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
108,Heartless (feat. Morgan Wallen),Diplo,2171386,https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt
109,Talk (feat. Disclosure),Khalid,2160183,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
110,Juicy,Doja Cat,2156099,https://open.spotify.com/track/7f5trao56t7sB7f14QDTmp
111,One Man Band,Old Dominion,2153703,https://open.spotify.com/track/08dFHFTx6r67MTsYn5ilDR
112,Cash Shit (feat. DaBaby),Megan Thee Stallion,2138913,https://open.spotify.com/track/2rMAtCaTj16NptyVfEIeAC
113,I Fall Apart,Post Malone,2132837,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
114,Heart On Ice,Rod Wave,2127729,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD
115,I Don't Care (with Justin Bieber),Ed Sheeran,2127256,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
116,Better Now,Post Malone,2120560,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
117,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2090569,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
118,Jocelyn Flores,XXXTENTACION,2079614,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
119,Hop Off A Jet (feat. Travis Scott),Young Thug,2069663,https://open.spotify.com/track/3RZftiuTcLOqpsd8ZlwNhr
120,Sucker,Jonas Brothers,2062198,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
121,Immortal,21 Savage,2060196,https://open.spotify.com/track/4IO8X9W69dIQe0EC5ALXhq
122,Somebody,Internet Money,2050934,https://open.spotify.com/track/735RSTb2xbtWbDtKD9XDYi
123,Old Town Road - Remix,Lil Nas X,2047952,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
124,Armed And Dangerous,Juice WRLD,2038884,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
125,Happier,Marshmello,2020294,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
126,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,2014407,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
127,Sanguine Paradise,Lil Uzi Vert,1994385,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
128,Mean It,Lauv,1964965,https://open.spotify.com/track/5ACkb3CikcSZPF0h7FSZAp
129,Ransom (with Juice WRLD) - Remix,Lil Tecca,1961745,https://open.spotify.com/track/2WsuSYJNXGKXVYkHPnq2yp
130,One Thing Right,Marshmello,1961556,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
131,Lean Wit Me,Juice WRLD,1937592,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
132,It's You,Ali Gatie,1934314,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
133,ocean eyes,Billie Eilish,1933838,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
134,Without Me,Halsey,1929725,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
135,XO Tour Llif3,Lil Uzi Vert,1895957,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
136,goosebumps,Travis Scott,1894675,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
137,Eastside (with Halsey & Khalid),benny blanco,1888969,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
138,UP THE SMOKE (with Offset),Stunna 4 Vegas,1887998,https://open.spotify.com/track/09TZsMHXEtQkdmMJZPLKup
139,Panini - DaBaby Remix,Lil Nas X,1880826,https://open.spotify.com/track/4SDgTLDYrJ2UrHbkRkg7MD
140,Hot Shower,Chance the Rapper,1866354,https://open.spotify.com/track/00ko9WaS4jOX1kEk3gvHjf
141,Speechless,Dan + Shay,1857357,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
142,BEST ON EARTH (feat. BIA) - Bonus,Russ,1830709,https://open.spotify.com/track/2Xo3rLHjXfdb4avN68aQyi
143,Look At Her Now,Selena Gomez,1830560,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m
144,"thank u, next",Ariana Grande,1828075,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
145,Beautiful Crazy,Luke Combs,1808229,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
146,Love Me More,Trippie Redd,1806170,https://open.spotify.com/track/6uYgCE2OEulOw5zhHvZsHf
147,Pure Water (with Migos),Mustard,1798911,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8
148,Better,Khalid,1796037,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
149,Moonlight,XXXTENTACION,1793977,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
150,Did It Again,Lil Tecca,1774350,https://open.spotify.com/track/4guBZjUyrGoHsTahO3IHdj
151,Fuck Love (feat. Trippie Redd),XXXTENTACION,1773677,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
152,You Need To Calm Down,Taylor Swift,1770274,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
153,How I Move (feat. Lil Baby),Flipp Dinero,1765285,https://open.spotify.com/track/14X1WxiHXdVRJ99cMCBzOE
154,The Less I Know The Better,Tame Impala,1761497,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
155,Shotta Flow (feat. Blueface) [Remix],NLE Choppa,1754671,https://open.spotify.com/track/5BJMeoCXXgbRAWfp6fTulr
156,bury a friend,Billie Eilish,1754439,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
157,Bad Bad Bad (feat. Lil Baby),Young Thug,1750891,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH
158,Envy Me,Calboy,1738168,https://open.spotify.com/track/7rvyVWja33WG9R97oeJAjx
159,Slide,H.E.R.,1727758,https://open.spotify.com/track/2rTnVB1bvwxHtaIl4uVu7f
160,Faucet Failure,Ski Mask The Slump God,1725406,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
161,Millions,Young Thug,1712574,https://open.spotify.com/track/43YQDj1KOPMFAUcTEPKy4p
162,GATTI,JACKBOYS,1710996,https://open.spotify.com/track/40mjsnRjCpycdUw3xhS20g
163,Good as Hell,Lizzo,1703493,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
164,Famous Hoes,NLE Choppa,1702982,https://open.spotify.com/track/35Xf2ABjPzUXKz19akd7Jj
165,Graduation (with Juice WRLD),benny blanco,1701543,https://open.spotify.com/track/6cjSh516BbrNUs213jDAGm
166,High Hopes,Panic! At The Disco,1679097,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
167,Best Part (feat. Daniel Caesar),H.E.R.,1677395,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
168,Yes Indeed,Lil Baby,1673212,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
169,LA CANCIÓN,J Balvin,1672707,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
170,Cherry,Harry Styles,1671575,https://open.spotify.com/track/2IOFZdYYkFxEHVz1w34PoL
171,Whiskey Glasses,Morgan Wallen,1667730,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
172,Callaita,Bad Bunny,1664198,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
173,Nice To Meet Ya,Niall Horan,1662491,https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H
174,Golden,Harry Styles,1662339,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
175,i love you,Billie Eilish,1659022,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
176,I Like Me Better,Lauv,1655038,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
177,HUMBLE.,Kendrick Lamar,1652721,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
178,Noticed,Lil Mosey,1644937,https://open.spotify.com/track/7zLYKWcXnYeHHWidalz7rj
179,Dancing With A Stranger (with Normani),Sam Smith,1636721,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
180,Congratulations,Post Malone,1629193,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
181,a lot,21 Savage,1623125,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
182,My Type,Saweetie,1615307,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9
183,Tequila,Dan + Shay,1597512,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
184,I.F.L.Y.,Bazzi,1592721,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
185,God's Plan,Drake,1590238,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
186,Ayy Macarena,Tyga,1588417,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
187,No Role Modelz,J. Cole,1581125,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
188,Chanel,Frank Ocean,1578678,https://open.spotify.com/track/6Nle9hKrkL1wQpwNfEkxjh
189,Saint-Tropez,Post Malone,1573863,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq
190,wish you were gay,Billie Eilish,1567567,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
191,20 Min,Lil Uzi Vert,1565590,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
192,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,1565352,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo
193,Follow God,Kanye West,1559592,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h
194,Never Seen the Rain,Tones And I,1556276,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
195,Hollywood's Bleeding,Post Malone,1556013,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt
196,I,Lil Skies,1547924,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT
197,Love Me,Lil Tecca,1542802,https://open.spotify.com/track/4e0FYxSROat25pH16zMTZI
198,Young Dumb & Broke,Khalid,1542419,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
199,Youngblood,5 Seconds of Summer,1541047,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
200,LOYAL (feat. Drake),PARTYNEXTDOOR,1536996,https://open.spotify.com/track/5bvnqVuq7UFl0txSlHpsfS
Position,Track Name,Artist,Streams,URL
1,The Box,Roddy Ricch,24966901,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,Life Is Good (feat. Drake),Future,19857892,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
3,Good News,Mac Miller,10602587,https://open.spotify.com/track/3ClBKQkKoaUQ6UOhe2xlJK
4,ROXANNE,Arizona Zervas,9694099,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
5,BOP,DaBaby,8702093,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
6,Yummy,Justin Bieber,8000710,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
7,Circles,Post Malone,7859515,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
8,Falling,Trevor Daniel,7278775,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
9,Futsal Shuffle 2020,Lil Uzi Vert,7237819,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
10,Suicidal,YNW Melly,7153726,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
11,Bandit (with YoungBoy Never Broke Again),Juice WRLD,7129959,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
12,Rare,Selena Gomez,7051232,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
13,Dance Monkey,Tones And I,6946479,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
14,Ballin' (with Roddy Ricch),Mustard,6769542,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
15,You should be sad,Halsey,6348620,https://open.spotify.com/track/2usxQITOSDqvkYiI0oIwao
16,Blinding Lights,The Weeknd,6219918,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
17,everything i wanted,Billie Eilish,5944121,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
18,Sum 2 Prove,Lil Baby,5770137,https://open.spotify.com/track/2u3EyuCqqV31woqGvO9LBz
19,Lose You To Love Me,Selena Gomez,5601540,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
20,Adore You,Harry Styles,5585825,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
21,Don't Start Now,Dua Lipa,5459978,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
22,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,5342847,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
23,SUGAR,BROCKHAMPTON,5070654,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
24,VIBEZ,DaBaby,5068910,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
25,hot girl bummer,blackbear,4991158,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
26,My Oh My (feat. DaBaby),Camila Cabello,4978196,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
27,Woah,Lil Baby,4976430,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
28,No Idea,Don Toliver,4875553,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
29,Say So,Doja Cat,4666950,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
30,Heartless,The Weeknd,4657197,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
31,OUT WEST (feat. Young Thug),JACKBOYS,4650669,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
32,HIGHEST IN THE ROOM,Travis Scott,4558931,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
33,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,4503376,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
34,Someone You Loved,Lewis Capaldi,4448053,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
35,Watermelon Sugar,Harry Styles,4418408,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
36,High Fashion (feat. Mustard),Roddy Ricch,4351721,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
37,Memories,Maroon 5,4253953,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
38,Eleven,Khalid,4170655,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74
39,Lucid Dreams,Juice WRLD,4034625,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
40,Suge,DaBaby,3947897,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
41,Robbery,Juice WRLD,3849859,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
42,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,3698310,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn
43,Ransom,Lil Tecca,3610564,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
44,bad guy,Billie Eilish,3569232,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
45,223's (feat. 9lokknine),YNW Melly,3536165,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T
46,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,3383385,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m
47,Money In The Grave (Drake ft. Rick Ross),Drake,3381665,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
48,Start Wit Me (feat. Gunna),Roddy Ricch,3365324,https://open.spotify.com/track/7A20WnLkjtZU2d7hIB6Ziu
49,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,3255433,https://open.spotify.com/track/6ztvsy3C6hPjVg9j4x1XKJ
50,GOODMORNINGTOKYO!,TOKYO’S REVENGE,3229659,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp
51,Truth Hurts,Lizzo,3224967,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
52,Tusa,KAROL G,3196388,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
53,Death,Trippie Redd,3185411,https://open.spotify.com/track/3Kd6Wp3lG5HXMB2dlvuy7y
54,"10,000 Hours (with Justin Bieber)",Dan + Shay,3137131,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
55,No Guidance (feat. Drake),Chris Brown,3130574,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
56,Goodbyes (Feat. Young Thug),Post Malone,3111928,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
57,Stuck In A Dream (feat. Gunna),Lil Mosey,3070125,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ
58,MIDDLE CHILD,J. Cole,3029155,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
59,ORANGE SODA,Baby Keem,3024434,https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD
60,Make No Sense,YoungBoy Never Broke Again,3002367,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I
61,Señorita,Shawn Mendes,2982166,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
62,July,Noah Cyrus,2969965,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
63,Wow.,Post Malone,2968581,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
64,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,2955312,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW
65,Yellow Hearts,Ant Saunders,2909662,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
66,Camelot,NLE Choppa,2897523,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
67,Look At Her Now,Selena Gomez,2880003,https://open.spotify.com/track/7eOkHIcaoUhngxxypM5Ajr
68,Peta (feat. Meek Mill),Roddy Ricch,2854560,https://open.spotify.com/track/4bl1HBZliBuYpFZjWgefE4
69,If the World Was Ending - feat. Julia Michaels,JP Saxe,2813448,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
70,FML,Arizona Zervas,2749718,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf
71,All Girls Are The Same,Juice WRLD,2743167,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
